slug,title,pdf_sha256,category,definition
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Inactive Account Revocation,User IDs that have been inactive for 30 days must be revoked.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Annual Privilege Review,Management must reevaluate user privileges annually.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Prompt Privilege Revocation,Systems administrators must promptly revoke privileges that management identifies as no longer needed by users.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Business Need Approval,Internet access may be approved and provided only when reasonable business needs are identified.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Job-Based Access,Internet services must be granted based on an employee’s current job responsibilities.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,New Request After Job Change,An employee who moves to another business unit or changes job functions must submit a new Internet access request within five days.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Periodic Access Review,Company departments must periodically review users’ Internet access requirements to ensure that a continuing need exists.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Job-Related Usage,Users must use Internet access solely to support business activities necessary to carry out their job functions.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Responsible Resource Use,Users must follow corporate resource-usage principles and exercise good judgment when using the Internet.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Business Communications,Internet access may be used for communications between employees and non-employees for business purposes.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Technical Support Downloads,IT technical support may use Internet access to download software upgrades and patches.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Vendor Research,Internet access may be used to review potential vendors’ websites for product information.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Regulatory and Technical Reference,Internet access may be used to reference regulatory or technical information.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Business Research,Internet access may be used for research supporting job functions.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Personal Use Approval,Users must obtain approval from both their manager and the IT department before using company computer resources to access the Internet for personal purposes.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Internet Activity Logging and Review,"The company network must create an audit log of service requests and inbound and outbound addresses, and the log must be reviewed periodically."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,"Illegal, Pornographic, or Discriminatory Data","Users must not acquire, store, or disseminate illegal or pornographic data or data that negatively depicts race, sex, or creed."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Business Enterprise,Users must not conduct a business enterprise using company Internet resources.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Political Activity,Users must not engage in political activity using company Internet resources.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Intelligence Collection,Users must not engage in any form of intelligence collection from company facilities.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Fraudulent Activities,Users must not engage in fraudulent activities.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,False or Libelous Materials,Users must not knowingly disseminate false or otherwise libelous materials.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Unauthorized Company Information Access,"Users must not access company information outside the scope of their work, including customer account information or personnel files without authorization or information not needed to perform their jobs."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Customer and Personnel Information Protection,"Users must not misuse, alter, or disclose customer or personnel information without proper authorization, including making unauthorized personnel-file changes or sharing electronic customer or personnel data with unauthorized persons."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Improper Web Linking,Users must not deliberately point or hyperlink company websites to sites whose content is inconsistent with or violates company aims or policies.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Illegal Conduct,"Users must not engage in conduct that constitutes or encourages a criminal offense, creates civil liability, or violates local, state, national, or international laws or regulations, including U.S. export-control laws and regulations."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Intellectual Property Protection,"Users must not use, transmit, duplicate, or voluntarily receive material that infringes any person’s or organization’s copyrights, trademarks, trade secrets, or patent rights; Internet materials must be presumed copyrighted or patented unless a specific notice states otherwise."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Sensitive Information Transmission,"Users must not transmit proprietary, confidential, or otherwise sensitive information without proper controls."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Unlawful or Offensive Material,"Users must not create, post, transmit, or voluntarily receive unlawful, offensive, libelous, threatening, or harassing material, including comments based on race, national origin, sex, sexual orientation, age, disability, religion, or political beliefs."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Gambling,Users must not engage in any form of gambling.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Unauthorized Shareware Downloads,"Unless specifically authorized, users must not download shareware programs or files without advance authorization from both the IT department and the user’s manager."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Internet Shopping,"Unless specifically authorized, users must not order items or services over the Internet."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Games,"Unless specifically authorized, users must not play games."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Chain Letters,"Unless specifically authorized, users must not forward chain letters."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Online Contests and Promotions,"Unless specifically authorized, users must not participate in online contests or promotions."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Promotional Gifts,"Unless specifically authorized, users must not accept promotional gifts."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Bandwidth Conservation,Users must make reasonable efforts to use shared company and Internet bandwidth in ways that do not negatively affect other employees.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Departmental Bandwidth Controls,Departments may establish bandwidth-use and resource-allocation guidelines and may prohibit downloading particular file types.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Software License Compliance,"When at work or using company computing or networking resources, users must not copy software in a manner inconsistent with the vendor’s license agreement."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Copying Legal Review,Questions about whether copying is lawful must be referred to the IT department for review or to the Legal department for a ruling before copying occurs.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Internet Material Reproduction,Materials available over the Internet may be reproduced only with the written permission of the author or document owner.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Copyright Permission and Fair Use,"Unless copyright-owner permission is first obtained, users must not copy material from magazines, journals, newsletters, other publications, or online documents unless the copying is reasonable and customary fair use consistent with international copyright laws."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Public Directory Review,"All publicly writable directories on Internet-connected computers must be reviewed and cleared each evening to prevent anonymous exchange of information inconsistent with company business, including pirated information, passwords, credit card numbers, and pornography."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Monitoring,"Internet activities must be subject to periodic monitoring, and management may examine e-mail, personal file directories, web access, and other information stored on company computers at any time and without notice to ensure policy compliance and support information-system management."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Clear-Text E-mail Confidentiality,"Users must recognize that clear-text e-mail is not confidential and may be forwarded, intercepted, printed, stored, or altered, and that deleting it from a workstation does not eliminate it from systems through which it was transmitted."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Company Representation Disclaimer,"When employees use company resources and state an affiliation with the company, they must clearly indicate that the opinions expressed are their own and not necessarily those of the company."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Company Material Posting,"Users must not place company materials, including internal memos, press releases, product or usage information, or documentation, on mailing lists, public newsgroups, or similar services."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Posting Approval and Authorization,Posting company materials requires approval from the employee’s manager and the public relations department and must be performed by an authorized individual.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Web Planning,"Individuals or business units wishing to establish a World Wide Web home page or site must first develop business, implementation, and maintenance plans."
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Web Site Authorization,Formal authorization to establish a company web page or site must be obtained through the IT department.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Prepublication Review,Material made available to the public through the Internet must be formally reviewed and approved before publication.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Corporate Communications Approval,All web material must be submitted to the Corporate Communications Directors for initial approval to continue.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Web Page Ownership,All company web pages must be owned by and remain the ultimate responsibility of the Corporate Communications Directors.
internet-acceptable-use-standard,Internet Usage Standard,fa34516c5dbb25b765ff2c099df5434abe0a23320e7778a7add948439d4203ac,Web Site Security,All company websites must be protected from unwanted intrusion through formal security measures obtained from the IT department.
