slug,title,pdf_sha256,category,definition
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Intellectual Property Rights,"Users must not violate rights protected by copyright, trade secret, patent, or similar laws or regulations, including by installing or distributing pirated or improperly licensed software."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Copyrighted Material,"Unauthorized copying, digitization, distribution, or installation of copyrighted material is prohibited, including software for which <Company Name> or the end user lacks an active license."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Business-Only Data Access,"Accessing data, a server, or an account for any purpose other than conducting <Company Name> business is prohibited, even when the user otherwise has authorized access."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Export Control Compliance,"Software, technical information, encryption software, or technology must not be exported in violation of international or regional export-control laws; appropriate management must be consulted before exporting questionable material."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Malware Prohibition,"Users must not introduce malicious programs, such as viruses, worms, Trojan horses, or ransomware, into a network or server."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Credential Confidentiality,"Users must not reveal their account password or passphrase to others or allow others, including family or household members, to use their account."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Prohibited Workplace Material,Users must not use a <Company Name> computing asset to procure or transmit material that violates applicable sexual-harassment or hostile-workplace laws.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Fraudulent Offers,"Users must not make fraudulent offers of products, items, or services from any <Company Name> account."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Unauthorized Warranty Statements,Users must not make express or implied warranty statements unless doing so is part of their normal job duties.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Security Breaches and Disruptions,"Users must not cause security breaches or disrupt network communications, including unauthorized data or account access, network sniffing, ping floods, packet spoofing, denial-of-service activity, account brute-forcing, or malicious forged routing information, unless authorized activities are within their regular duties."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Security Scanning,Port scanning or security scanning is prohibited unless prior notification is provided to the Infosec Team.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Unauthorized Network Monitoring,Users must not execute network monitoring that intercepts data not intended for their host unless the activity is part of their normal job duties.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Security Circumvention,"Users must not circumvent user authentication or the security of any host, network, or account."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Honeypot Technologies,"Users must not introduce honeypots, honeynets, or similar technology on the <Company Name> network."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Denial of Service,Users must not interfere with or deny service to any user other than the employee's host.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Session Interference,"Users must not use programs, scripts, commands, or messages with the intent to interfere with or disable another user's terminal session, whether locally or through the Internet, Intranet, or Extranet."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Employee Information Disclosure,"Users must not provide information about, or lists of, <Company Name> employees to external parties."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Affiliation Disclaimer,"Whenever employees state an affiliation with the company while using company resources, they must clearly indicate that their opinions are their own and not necessarily those of the company."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Unsolicited Email,"Users must not send unsolicited email messages, junk mail, or advertising material to individuals who did not specifically request it."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Communications Harassment,"Harassment by email, telephone, text, or paging is prohibited, whether based on the language, frequency, or size of messages."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Email Header Integrity,Unauthorized use or forgery of email header information is prohibited.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Harassing Email Solicitation,Users must not solicit email for an address other than the poster's account with the intent to harass or collect replies.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Chain Letters and Pyramid Schemes,"Users must not create or forward chain letters, Ponzi schemes, or other pyramid schemes."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Third-Party Network Spam,"Users must not use unsolicited email originating from <Company Name>'s networks or other Internet, Intranet, or Extranet providers to advertise a service hosted by <Company Name> or connected through its network."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Newsgroup Spam,Users must not post the same or similar non-business messages to large numbers of Usenet newsgroups.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Social Media Policy Applicability,Employee blogging and social-media activity is subject to this policy whether performed using <Company Name> property and systems or personal computer systems.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Limited Personal Posting,"Limited and occasional blogging or other online posting using <Company Name> systems is permitted only when conducted professionally and responsibly, compliant with company policy, not detrimental to <Company Name>'s best interests, and not disruptive to regular work duties."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Online Posting Monitoring,Blogging or other online posting from <Company Name> systems is subject to monitoring.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Confidentiality in Blogging,"Employees must comply with the Confidential Information policy when blogging and must not reveal confidential or proprietary information, trade secrets, or other material protected by that policy."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Reputational Harm,"Employees must not engage in blogging that may harm or tarnish the image, reputation, or goodwill of <Company Name> or its employees."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Discriminatory or Harassing Posts,"Employees must not make discriminatory, disparaging, defamatory, or harassing comments when blogging or otherwise engage in conduct prohibited by the Non-Discrimination and Anti-Harassment policy."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Personal Statements,"Employees must not attribute personal statements, opinions, or beliefs to <Company Name> when blogging."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,No False Representation,"When expressing personal beliefs or opinions in blogs, employees must not expressly or implicitly represent themselves as an employee or representative of <Company Name>."
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Blogging Risk,Employees assume all risk associated with blogging.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Protected Materials Compliance,Employees must follow all laws governing the handling and disclosure of copyrighted or export-controlled materials in connection with blogging or social-media activity.
acceptable-use-standard,Acceptable Use Standard,462c356f238f3c9837534c38efe2a946bdce2badf5c402d3d106d2e1676047c6,Company Intellectual Property,"<Company Name> trademarks, logos, and other intellectual property must not be used in connection with blogging or social-media activity."
