slug,title,pdf_sha256,category,definition
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Expert content review,"All AI-generated writing, datasets, graphs, pictures, and other content must be thoroughly reviewed by a qualified subject-matter expert for accuracy, proofreading, and editing."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,AI content as draft,Treat AI-generated content as a starting point rather than a finished product.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Brand conformity,"AI-generated content must conform to YourCompanyName’s brand look, feel, and voice."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Clear objectives and accepted data,Every AI use must have clear objectives and use business-accepted datasets.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Bias review and correction,Users must review AI-produced content for bias and correct bias as necessary.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Open AI data restriction,Never put non-public YourCompanyName information into an open AI system.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,AI system inventory,Representatives must document every AI system they use and the functions for which it is used.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Embedded tool documentation exception,Documentation is not required for a specific Embedded AI Tool in approved existing software when the software is used as intended.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Departmental tracking process,Representatives must discuss the process for tracking AI-system use with their department head.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Institutional knowledge documentation,"Document AI-system use to preserve institutional knowledge, including identifying AI-derived portions of work and who reviewed them."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Terms and contract compliance,AI-system use must comply with all applicable terms of use and contractual limitations.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Legal review of AI terms,Have the Legal Department review all AI-system terms of use or contracts to ensure compliance with contractual obligations.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Additional internal approvals,"AI Committee approval does not replace other required internal approvals, including security, privacy, cost and spend, legal, and human resources reviews."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Standard technology review,An AI system must undergo the same review and approval process as other software or services.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Business leader approval,"Ensure the relevant business leader knows of and approves the AI-system use, particularly when AI-generated content will be communicated externally."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Political lobbying prohibition,"Unless otherwise approved by the AI Committee and respective department heads, do not use AI to conduct activities intended to influence a Government, Government Official, or Government Entity."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Protected-class categorization prohibition,"Unless otherwise approved by the AI Committee and respective department heads, do not use AI to identify or categorize students, candidates, employees, contractors, or affiliated entities based on protected-class status."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Open AI confidential data prohibition,"Unless otherwise approved by the AI Committee and respective department heads, do not enter trade secrets, confidential information, or any individual’s personal data into an open AI system."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Sensitive personal information prohibition,"Unless otherwise approved by the AI Committee and respective department heads, do not enter sensitive information about an individual into any AI system, including medical or financial information, political affiliation, racial or ethnic origin, religious beliefs, gender, sexual orientation, disability status, or other private aspects of the person’s life."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,AI legal advice prohibition,"Unless otherwise approved by the AI Committee and respective department heads, do not use an AI system to obtain legal advice, including creating policies for internal use or provision to third parties."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Valuable IP creation prohibition,"Unless otherwise approved by the AI Committee and respective department heads, do not use AI to create intellectual property that YourCompanyName intends to register or that holds significant value to the organization."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Informed consent,"Before entering personal information into a closed AI system, obtain informed consent from each person whose information will be entered."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,AI-use transparency,Users must honestly disclose how AI helped complete their work and must not represent AI-generated work as solely their own.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Manager or requester awareness,"Even for an approved AI system and approved use, ensure that the manager or department requesting the task knows that AI is being used."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Permission to use AI,Ask permission before using an AI-system tool to complete a task.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Inappropriate content prohibition,"Do not use company time or resources to generate AI content that is illegal, inappropriate, disrespectful, or harmful to YourCompanyName’s brand or reputation."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Personal-use restriction,Do not use company time or resources to generate AI content for personal use without prior approval from the appropriate department leader.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Personal data caution,Use extreme caution before entering any individual’s personal data into a closed AI system; entering personal data into an open AI system is prohibited.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Job candidate screening,Use AI cautiously when screening job applicants and ensure that it does not adversely affect protected-class members or introduce bias.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Personnel decisions,"Use AI cautiously for promotion, retention, or similar personnel decisions, and exercise extreme caution to avoid bias, including bias in existing datasets."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Enrollment decisions,"Exercise extreme caution when using AI to evaluate candidates for admission to a university, academy, internship, apprenticeship, or other YourCompanyName program."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Student assessment,"Exercise extreme caution before using AI to assess or evaluate a student participating in a course, taking an exam, or undergoing another educational or vocational assessment."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Pre-use approval,"Except for Embedded AI Tools in approved software, all AI-system uses must receive AI Committee approval before use."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Lawful use,"AI-system use must comply with all applicable laws and regulations and all contractual obligations, limitations, and restrictions."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Ethical use,"AI-system use must adhere to ethical principles, be fair, and avoid bias."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Transparent use,AI-system use must have clear objectives and documented oversight that is recorded and preserved as institutional knowledge.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,AI disclosure,"Disclose AI use in AI-assisted content generation when required by law, contract, or YourCompanyName."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Necessary business purpose,AI-system use must serve a valid business purpose that improves business efficiency and supports the organization’s mission.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Human judgment,Do not treat AI as a substitute for human critical thinking or expertise.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Avoid unnecessary expense,AI use should not cause YourCompanyName to incur unnecessary expense without a genuine benefit.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Manager approval before request,"Before requesting AI Committee approval, obtain the requester’s manager’s approval."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Pre-request policy assessment,"Before submitting an AI-system request, ensure that the proposed use would conform to the Policy if approved."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Approval procedure,Requests to use an AI system must follow the designated standard operating procedure.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,AI policy training,All representatives who interact with AI systems must be trained on the Policy.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,High-risk role training,Departments or functions with higher-risk AI uses may require additional training specific to those uses.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Violation reporting,"Directors, managers, employees, and agents who become aware of conduct that may violate the Policy must report it."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Misconduct investigation,"Reports of suspected misconduct or noncompliance must be investigated by the AI Committee, Legal Counsel, Human Resources, or other appropriate parties."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Non-retaliation,Employees who report potential violations in good faith must not be subjected to reprisals.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Disciplinary action,"A representative found after investigation to have violated the Policy is subject to disciplinary action, up to and including termination."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,High-risk AI controls,"High-risk AI systems should be subject to requirements concerning dataset quality, technical documentation and recordkeeping, transparency, user information, human oversight, robustness, accuracy, and cybersecurity to mitigate risks to health, safety, and fundamental rights."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Data governance,"Implement appropriate data governance and management practices for the training, validation, and testing datasets used by high-risk AI systems."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Dataset quality,"Training, validation, and testing datasets for high-risk AI systems should be relevant, representative, free of errors, and complete for the system’s intended purpose."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Statistical properties,"Training, validation, and testing datasets should have statistical properties appropriate to the persons or groups on whom the high-risk AI system is intended to be used."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Context-specific data,"To the extent required by the intended purpose, datasets should account for features, characteristics, or elements particular to the geographic, behavioral, or functional setting in which the AI system will be used."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Bias monitoring data,"Providers should be able to process special categories of personal data, as a matter of substantial public interest, when necessary to monitor, detect, and correct bias in high-risk AI systems."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,High-quality dataset access,Entities involved in developing high-risk AI systems should be able to access and use high-quality datasets within their respective regulated fields of activity.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Lifecycle records,Keep records and technical documentation needed to verify that a high-risk AI system complies with applicable requirements throughout its lifecycle.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Technical documentation content,"High-risk AI technical documentation should include the system’s typical characteristics, capabilities, and limitations; its algorithms and data; its training, testing, and validation processes; and documentation of the relevant risk-management system."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Documentation updates,Keep high-risk AI technical documentation up to date.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,High-risk transparency,Provide sufficient transparency for high-risk AI systems so users can interpret system outputs and use them appropriately.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Instructions and risk information,"Accompany high-risk AI systems with relevant documentation and instructions for use containing concise, clear information, including information about risks to fundamental rights and discrimination where appropriate."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Human oversight design,Design and develop high-risk AI systems so that natural persons can oversee their operation.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Oversight measures,The provider must identify appropriate human-oversight measures before a high-risk AI system is placed on the market or put into service.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Operational constraints,"Where appropriate, human-oversight measures should ensure that a high-risk AI system has built-in operational constraints that the system itself cannot override and that it responds to the human operator."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Qualified overseers,"Persons assigned to oversee a high-risk AI system must have the competence, training, and authority necessary to perform that role."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Lifecycle performance,"High-risk AI systems should perform consistently throughout their lifecycle and maintain an appropriate state-of-the-art level of accuracy, robustness, and cybersecurity."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Accuracy communication,Communicate a high-risk AI system’s level of accuracy and accuracy metrics to users.
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Technical robustness,"High-risk AI systems should be resilient to errors, faults, inconsistencies, unexpected situations, system limitations, and malicious actions that could compromise security or produce harmful or undesirable behavior."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Cybersecurity measures,"Providers of high-risk AI systems should implement cybersecurity measures suitable to the risks, taking the underlying information and communications technology infrastructure into account where appropriate."
artificial-intelligence-acceptable-use-standard,Artificial Intelligence Standard,959656bd3a65d4e9e0fda2e868e28cbfcb9f7f440d8fb94257382ed1b7716b87,Biometric system safeguards,Real-time and post-event remote biometric identification systems should have specific logging capabilities and human-oversight controls.
